"","logFC","logCPM","F","PValue","FDR"
"ENSG00000147894",0.391283475403373,6.94401147747615,18.8288272751113,3.59275576515344e-05,0.00520361603240789
"ENSG00000116663",0.692768079983866,4.4786418733872,18.8456583344855,3.59562284793484e-05,0.00520361603240789
"ENSG00000068831",-0.26739749502831,8.49138227445546,18.7841947169015,3.66346533629623e-05,0.00520361603240789
"ENSG00000146859",0.550965337126578,7.09287543495035,18.8468245506386,3.71778418009352e-05,0.00520361603240789
"ENSG00000140983",-0.267358801522382,6.59870441378524,18.7343653145814,3.74409618587841e-05,0.00520361603240789
"ENSG00000090339",0.565678692630178,5.2731630025808,18.74733268834,3.76188508033441e-05,0.00520361603240789
"ENSG00000134463",1.46393322670036,3.89534527691465,18.8965887843074,3.78983053776815e-05,0.00520361603240789
"ENSG00000145428",0.889928987922812,5.08990472730324,18.8647445044109,3.80732483883207e-05,0.00520361603240789
"ENSG00000129244",1.47602637045625,3.0863619610454,18.7984051497626,3.83372427200879e-05,0.00520361603240789
"ENSG00000125347",0.401230800559873,9.63894292949964,18.6785206776002,3.83662630135822e-05,0.00520361603240789
"ENSG00000105402",0.462265299231897,6.28513570330187,18.670018161435,3.87851084725014e-05,0.00520361603240789
"ENSG00000083223",0.424937222329869,8.43466836887477,18.6444914657487,3.89415668008452e-05,0.00520361603240789
"ENSG00000274290",0.646827334702182,4.23875344342095,18.5904020722627,3.98742809863144e-05,0.00527496863167953
"ENSG00000150045",-1.1463246438098,3.43968478873319,18.684022309412,4.03982379406777e-05,0.00529136920512104
"ENSG00000188404",0.536059551620149,9.95332174352573,18.5294852315769,4.09522028470504e-05,0.00531134011238852
"ENSG00000129968",-0.265318759228614,7.71945517828751,18.4397750017646,4.25943125101109e-05,0.00540946064599039
"ENSG00000159128",0.417816640646536,7.24115383738845,18.4314999482576,4.27491466209433e-05,0.00540946064599039
"ENSG00000185947",0.325774859396801,6.1300638924717,18.4215824756617,4.29354726607447e-05,0.00540946064599039
"ENSG00000141179",0.708024384170164,5.52409363187262,18.5209339599731,4.35678617373939e-05,0.00542235687289401
"ENSG00000148848",-1.19625655236876,2.3617666869494,18.3731418794076,4.38575996220167e-05,0.00542235687289401
"ENSG00000141524",-0.307901485587885,8.22733666613875,18.2583983443569,4.61238080377581e-05,0.00554853270241635
"ENSG00000007264",-0.671241237786574,5.45529334321554,18.3820462959048,4.63080853901129e-05,0.00554853270241635
"ENSG00000065615",0.381087535767026,7.18326804716607,18.2309181062072,4.66841572232864e-05,0.00554853270241635
"ENSG00000063587",-0.422877873073893,4.91054902657302,18.2053042814397,4.72127355111692e-05,0.00554853270241635
"ENSG00000122490",0.537724845157074,7.15417868506166,18.2851631322841,4.73326943398493e-05,0.00554853270241635
"ENSG00000170832",0.458993434261569,7.96426619682667,18.1965557108935,4.73946780083942e-05,0.00554853270241635
"ENSG00000095932",1.52494697107946,3.91227767067939,18.3492745800757,4.80904116052285e-05,0.00558059697478568
"ENSG00000108106",0.519668950483299,4.53479361649907,18.1386117872747,4.86180231730306e-05,0.0055927637265741
"ENSG00000146122",2.97930951139365,5.35714982420529,18.2374050213207,5.09384504459515e-05,0.00580917897370252
"ENSG00000187446",0.446830332448845,7.12875542587616,18.0152623341463,5.16637839014692e-05,0.00584154014728663
"ENSG00000214279",-0.934790086602534,3.6394834713407,18.0098625185119,5.3103009078573e-05,0.00590648131604386
"ENSG00000165029",0.745299207620467,7.53949842075737,18.0968309470918,5.32581322524546e-05,0.00590648131604386
"ENSG00000125148",0.875297734302313,4.94377300044051,18.0660813323908,5.35775763795648e-05,0.00590648131604386
"ENSG00000142173",-0.775610229996118,4.59156900115883,17.9959069550021,5.4375202331166e-05,0.005924528026523
"ENSG00000175463",-0.240492132943944,7.73468023378181,17.855809404989,5.50704996673377e-05,0.005924528026523
"ENSG00000188559",0.439230846868014,7.97455835319013,17.8552207494419,5.5084809680424e-05,0.005924528026523
"ENSG00000119655",0.42065826250207,5.48319646647015,17.8202703285999,5.59413154760883e-05,0.00596812630994494
"ENSG00000177674",0.432167307283499,7.2812542327317,17.7841503984675,5.68784716064647e-05,0.00601956240705537
"ENSG00000068650",0.355979397734002,8.65268265447197,17.7333407719698,5.81313917017592e-05,0.00610333476843312
"ENSG00000122783",0.478691331336323,6.85299527914283,17.7603477119501,5.87201678622712e-05,0.0061073272322254
"ENSG00000100385",-0.526251260967128,7.07855318200554,17.79546813815,5.90927421365826e-05,0.0061073272322254
"ENSG00000275023",-0.336031413610772,8.00833455315144,17.6575319884323,6.01130420531616e-05,0.00616461576218043
"ENSG00000188906",0.53378053214104,9.8721029535725,17.6359326940128,6.06902399490321e-05,0.00617593218681343
"ENSG00000060491",0.313352168925586,7.8454495060074,17.5651020173294,6.26232606160157e-05,0.00632399324190284
"ENSG00000145741",0.548431125133622,7.48354653805824,17.5906234692291,6.43114767399419e-05,0.00644527671055069
"ENSG00000145901",0.401431447811674,8.90464875705598,17.482543430052,6.49562768982732e-05,0.00646095178261095
"ENSG00000148841",0.467214906702992,8.13354139378893,17.4576792497159,6.57237487855086e-05,0.00648850352748876
"ENSG00000163565",0.46630340331031,7.6984772464341,17.4452341219059,6.65519324480105e-05,0.00652159640262764
"ENSG00000173193",0.608841044573584,8.89931320116297,17.4727646492911,6.71586283954257e-05,0.0065326580517874
"ENSG00000135604",0.551849695871295,7.72844828720916,17.4137056052477,6.93423997073119e-05,0.00669584383743087
"ENSG00000099821",-0.358419396700464,5.98363048892604,17.2952876497376,7.05842679748035e-05,0.00676637160172953
"ENSG00000132274",0.623187939640093,8.42680103209322,17.3703494977015,7.11358699041718e-05,0.00677019009325388
"ENSG00000073331",0.547094690346194,7.71677330721364,17.3320536029143,7.18532990046466e-05,0.00678962351808907
"ENSG00000204525",0.534914512121788,12.2625781345391,17.2124348134758,7.32318127044114e-05,0.00687080603025999
"ENSG00000120306",0.809184740046875,5.06058746127216,17.3208747523073,7.39787442652328e-05,0.00689200568932933
"ENSG00000166523",1.01160438177876,6.49872647517501,17.276888687253,7.70741376362427e-05,0.00713016620132766
"ENSG00000160613",-0.327800878474164,7.51815541836815,17.0583276230405,7.84306542535144e-05,0.00719009878043822
"ENSG00000111424",0.474816539063419,5.50484318690607,17.0432385590451,7.895963824498e-05,0.00719009878043822
"ENSG00000119321",0.341136988898637,7.65743199235234,17.0088497404081,8.01789469250407e-05,0.00719009878043822
"ENSG00000105429",-0.452383063926371,4.75680825880177,16.9891992025926,8.08843458770604e-05,0.00719009878043822
"ENSG00000130827",-0.525391080233213,5.19429355454368,16.9846372851373,8.19714663618095e-05,0.00719009878043822
"ENSG00000133030",-0.287975744279116,8.14316506422851,16.9590988831695,8.19772352213067e-05,0.00719009878043822
"ENSG00000165949",2.66577174188879,4.40306316320549,17.1403451618912,8.19877750945681e-05,0.00719009878043822
"ENSG00000143162",0.78000651346891,6.83230369576811,17.0940513618541,8.30072310903918e-05,0.00719009878043822
"ENSG00000156273",0.357219573123473,8.64873136402746,16.9100176340183,8.37918993431753e-05,0.00719009878043822
"ENSG00000146425",0.403870898204857,5.79776401204619,16.9028024838129,8.40621173909849e-05,0.00719009878043822
"ENSG00000133106",1.22027760703587,6.17202818776053,17.073597312332,8.43279038139684e-05,0.00719009878043822
"ENSG00000110955",0.33211556994934,7.86679960330001,16.8634305623978,8.55524904842195e-05,0.00719009878043822
"ENSG00000059588",-0.462609691327847,5.19920184806659,16.8527842197147,8.59601330690888e-05,0.00719009878043822
"ENSG00000022277",0.375476943476404,6.36129892297408,16.8505797725275,8.60447889537213e-05,0.00719009878043822
"ENSG00000170340",0.461276041631243,5.23261946813325,16.8468515970679,8.61881543094169e-05,0.00719009878043822
"ENSG00000111859",0.537640487370601,8.11121882779923,16.8983090682334,8.64181499803218e-05,0.00719009878043822
"ENSG00000087116",3.36706699970075,3.35828719268933,16.9769856562678,8.80176730157226e-05,0.00727741122703122
"ENSG00000096968",0.358898127137998,7.45187700918735,16.7684010015496,8.92624690497922e-05,0.00733449194447019
"ENSG00000138185",0.486137380759961,7.61477236567466,16.7933128895483,8.98932648622954e-05,0.00734072840039078
"ENSG00000132109",0.425298640220301,6.32387376697625,16.7404456710906,9.06056477772065e-05,0.0073535099045685
"ENSG00000162777",-0.343418074726314,7.70169210999543,16.6974554144531,9.21395685230713e-05,0.00736224454635196
"ENSG00000178498",-0.726880824579757,2.96259386615344,16.6801926114538,9.28539256408222e-05,0.00736224454635196
"ENSG00000161921",0.648432080999689,6.58396950686962,16.8126838695119,9.29698372143072e-05,0.00736224454635196
"ENSG00000109743",0.465394456606407,6.14745748368051,16.7002202363315,9.32694563821686e-05,0.00736224454635196
"ENSG00000064607",-0.278295084930906,6.55701594547183,16.6608454125798,9.36612970226687e-05,0.00736224454635196
"ENSG00000156515",0.633593089627509,8.25439566106565,16.7441277644285,9.44943470596014e-05,0.00736224454635196
"ENSG00000120217",0.940800656181054,4.19325183389311,16.7419235336964,9.46089328656613e-05,0.00736224454635196
"ENSG00000114450",0.415523320665316,6.01556568949246,16.620465738627,9.53696631985507e-05,0.00737804254066448
"ENSG00000105576",-0.269549171742756,5.62181176225545,16.6025599230951,9.61374195792528e-05,0.00739419723031358
"ENSG00000221978",-0.242645497561461,7.0712440743674,16.56690046238,9.76853625859822e-05,0.00746982463381479
"ENSG00000204020",0.946344114755391,3.70077965720552,16.5799144919602,9.95610495385714e-05,0.00756950071463081
"ENSG00000246922",-0.418016675087525,4.83009847358626,16.4945973667257,0.000100902987148782,0.0076262026826447
"ENSG00000142303",-0.678905484588161,4.58818208384382,16.5483692839228,0.000101459798332865,0.0076262026826447
"ENSG00000110931",0.45829829963345,8.03046339923951,16.4675829754322,0.000102456004130453,0.00762966524485843
"ENSG00000100342",0.558940309248032,5.75472640121527,16.5267089729574,0.000102659340357155,0.00762966524485843
"ENSG00000243646",0.379147547291899,6.05442093545832,16.4210462871178,0.000104287895299511,0.00767648618129371
"ENSG00000115275",-0.26557162579034,5.78561547991046,16.3974921776923,0.000105396351960298,0.00767648618129371
"ENSG00000235568",0.487483964675799,9.57605493562203,16.3967591559804,0.00010543104137839,0.00767648618129371
"ENSG00000107679",-0.46294862717504,5.80386592690732,16.4183883050392,0.000105748301760513,0.00767648618129371
"ENSG00000184792",1.36671958552734,8.32168925263256,16.5391938293225,0.000106646548136897,0.00767648618129371
"ENSG00000165886",0.658651985067165,4.33908413303243,16.3758481108495,0.000106770992316732,0.00767648618129371
"ENSG00000135821",0.635150195741878,10.1496403865514,16.3772920698582,0.000108016911197623,0.00772408496342356
"ENSG00000180509",0.986920187675679,4.98429582625335,16.4799632143958,0.000108621402449469,0.00772555125270985
"ENSG00000142089",1.12442820641996,7.9488348786032,16.4824486293192,0.000109264689670081,0.00772974641521661
"ENSG00000162004",-0.646007408892631,3.186750547079,16.2886724781501,0.000110676606505639,0.00778798312480368
"ENSG00000107736",0.366813392925632,7.40943815074415,16.2394148861778,0.000113155291382554,0.00792027169153336
"ENSG00000187244",2.04600377267551,4.44918841104001,16.3714087669842,0.00011486520062526,0.00795683472529625
"ENSG00000184014",0.366530569424062,8.38536453049094,16.201123299634,0.000115121484386825,0.00795683472529625
"ENSG00000035862",0.481628260982292,6.87131851381797,16.252835644332,0.000115482067220265,0.00795683472529625
"ENSG00000119688",-0.335181805067046,5.11912011448298,16.1646298680162,0.000117027995683342,0.00802157178702035
"ENSG00000187792",-0.59723325406976,3.85111796655519,16.096852638504,0.000120655331620019,0.00814425027137083
"ENSG00000123104",0.215305248941341,7.53584108614879,16.071921192549,0.000122018492750979,0.00814425027137083
"ENSG00000124243",-0.47041217710501,4.74014184050785,16.0633688911525,0.000122489735791717,0.00814425027137083
"ENSG00000173334",0.577280344220666,6.02493498041504,16.1549124372004,0.000122617483952134,0.00814425027137083
"ENSG00000168758",-0.470451550818383,5.30928528019454,16.0605231078118,0.000122846471221062,0.00814425027137083
"ENSG00000164111",0.407797195940005,6.80528324586449,16.0629244925205,0.000122851573273261,0.00814425027137083
"ENSG00000133742",1.61446779215802,7.11442670923835,16.2155008144646,0.000123127224603082,0.00814425027137083
"ENSG00000148019",-0.524052707404089,5.09797338970465,16.0224457101332,0.000126194943885832,0.00830563638142126
"ENSG00000183347",1.94880492883041,1.81005685453615,16.0137718939868,0.000127013441527555,0.00831812286122787
"ENSG00000173068",-1.34090075184486,2.24091626413442,15.9588679193261,0.000129550815183285,0.00844250115300332
"ENSG00000198216",0.903151335331247,4.59798362844712,16.0377451002622,0.000130666884519439,0.00846456898827567
"ENSG00000082512",-0.44217851376705,5.822878552329,15.9214343957994,0.000131567508892532,0.00846456898827567
"ENSG00000163840",0.43262298858136,7.41129653267227,15.9155315337027,0.00013180899626463,0.00846456898827567
"ENSG00000261150",-0.650565111234333,4.65033678041422,15.946033209262,0.000132636344452745,0.00847553184451527
"ENSG00000100226",0.339394176254247,7.74698638761286,15.8713629239828,0.000133576130293973,0.00847553184451527
"ENSG00000099860",0.422538558815996,5.94259727321533,15.8659740414913,0.000133901742800188,0.00847553184451527
"ENSG00000090376",0.797474779272815,7.6037909653937,15.9989402231535,0.000134578363817829,0.00847779607117174
"ENSG00000198286",-0.389180164582561,7.06269644385342,15.7858210411308,0.000139050599480642,0.00868325519055975
"ENSG00000257017",1.19925786351556,3.29646531317528,15.8597645700916,0.000139152626834883,0.00868325519055975
"ENSG00000143819",-0.477797132764933,4.6829533638755,15.7410168834448,0.000141685028702424,0.00878778116477279
"ENSG00000163393",0.610407853489263,6.16162839688136,15.8413318380563,0.000142178497576805,0.00878778116477279
"ENSG00000172270",1.00938386137919,10.7181436277722,15.8526054699533,0.000142820542023294,0.00878778116477279
"ENSG00000164733",0.602958463532004,9.73117038048726,15.7356067969505,0.000144332830128862,0.00882341108287581
"ENSG00000017797",0.44572254306694,7.63941180120034,15.7127342240641,0.000144733555445162,0.00882341108287581
"ENSG00000143376",0.404359791103099,7.48123917502681,15.6394683900609,0.000148351695936605,0.0089365310783652
"ENSG00000115590",1.32240863693795,7.00435337932421,15.7939358349955,0.00014837249177891,0.0089365310783652
"ENSG00000181381",0.602942011107268,8.23721599510743,15.7158121043201,0.000149097216460716,0.0089365310783652
"ENSG00000168310",0.321692461569776,7.70675737879364,15.6255354740799,0.000149291206313305,0.0089365310783652
"ENSG00000168792",-0.416647961696575,4.34571501007968,15.5385156394878,0.000155298959278623,0.00925163675783029
"ENSG00000129351",-0.249976147773312,7.88523327396062,15.5292379244177,0.000155953964547294,0.00925163675783029
"ENSG00000102218",0.486364325813912,6.55607438424378,15.5298840660842,0.000160393498694409,0.00947252497423365
"ENSG00000157557",0.600145969085905,6.7478480568306,15.5454553148142,0.000162842839236274,0.00957443520114074
"ENSG00000030066",-0.270594178493998,5.95705503068801,15.3971636107026,0.000165592267288854,0.00969300930957631
"ENSG00000188313",0.719592854601307,6.61088866472068,15.5142436602239,0.000166843712479711,0.00972323996649384
"ENSG00000109332",0.277684001587971,9.07353461538569,15.3568087702203,0.000168657656531488,0.00975985712830113
"ENSG00000168229",-0.729459153519787,5.36451731812091,15.4704360635052,0.000169313245755921,0.00975985712830113
"ENSG00000165025",0.330363720232877,8.60651144650619,15.3434483137004,0.000169685323116582,0.00975985712830113
"ENSG00000128487",0.835621615197204,8.16596827885587,15.4338060744146,0.000173144877952182,0.00991572982869876
"ENSG00000099904",-0.364000987841087,5.36871941070122,15.2761716924565,0.000174958751946127,0.00997641952368672
"ENSG00000101307",0.496375488975183,7.73225342050442,15.3127105428872,0.000176171781526671,0.00998645617061
"ENSG00000136560",0.297679791857931,6.93624934197677,15.2551035679554,0.000176644549393207,0.00998645617061
"ENSG00000198189",0.377282214783839,6.88542102621082,15.2330989636365,0.000178423103563021,0.0100196495227266
"ENSG00000160179",0.565926851056793,6.56696412615272,15.319915138091,0.000179378029554022,0.0100196495227266
"ENSG00000188554",0.284809671054152,7.57035365660565,15.2198370925965,0.000179503888191565,0.0100196495227266
"ENSG00000103196",0.713734272864563,7.67574345151029,15.3331326459189,0.000180456654106403,0.0100305087276202
"ENSG00000154451",0.792570989258959,8.14961138702828,15.3268053092552,0.000181363579965839,0.01003873974631
"ENSG00000146007",0.645829641150988,6.48278532076216,15.2894719620073,0.000183530112589513,0.0101130454133455
"ENSG00000177409",0.654929177465941,7.26062873466862,15.2809681789828,0.000184234934206385,0.0101130454133455
"ENSG00000185262",0.486220365453195,8.03580403008465,15.1743960273139,0.000186239853209897,0.010158951752877
"ENSG00000249437",0.67847688827171,5.8847188133533,15.2458992603296,0.000186899431819876,0.010158951752877
"ENSG00000143452",0.959297989020263,2.90951327223973,15.1250034514152,0.00018743104327881,0.010158951752877
"ENSG00000186166",-0.36271855669396,5.29585219023391,15.1166892648875,0.000188142957098411,0.010158951752877
"ENSG00000121316",0.618667634809099,7.44650171858548,15.1944821097441,0.000190658520184109,0.0101749392238699
"ENSG00000164054",0.408968196254534,8.64278579742881,15.0831658400199,0.000191041747752939,0.0101749392238699
"ENSG00000198734",0.604301265937178,6.24697226167539,15.1835438928861,0.000191312697131715,0.0101749392238699
"ENSG00000197912",-0.226610526387294,6.90001057602614,15.0742318148735,0.0001918219948145,0.0101749392238699
"ENSG00000070190",0.342195242332907,6.85752325481156,15.0570966285033,0.000193327659490355,0.0101749392238699
"ENSG00000087086",0.570606400740093,10.8587880990556,15.0533641242769,0.000193657241155877,0.0101749392238699
"ENSG00000169902",1.29985953586823,4.84303285678446,15.192245586559,0.000193823016434742,0.0101749392238699
"ENSG00000134827",1.41217627040722,2.89099617933536,15.1160386612234,0.000195030034887169,0.0101978353024599
"ENSG00000104763",0.415248490022292,7.92010199939894,15.0155287164873,0.00019703088848497,0.0102618961565656
"ENSG00000115594",0.845134711578266,5.2326361263484,15.1262368023054,0.00019815916558356,0.0102801866725683
"ENSG00000155926",0.494783237342528,9.18557834293305,14.9363233513051,0.000204624395479307,0.0105559088802166
"ENSG00000073910",0.37856386398019,8.18709480194886,14.927990478795,0.000205069814968302,0.0105559088802166
"ENSG00000100726",-0.376181837973297,5.23451102861146,14.8909739896952,0.000208569832529939,0.0106944585834828
"ENSG00000116717",0.755925108219724,4.18177449968893,14.9262155813004,0.00020945223068282,0.010698237682251
"ENSG00000116991",0.942226709135301,6.5639516772731,14.9567016025445,0.000215479525672032,0.0109242149379408
"ENSG00000105610",1.09589486268458,6.51588844923489,14.9579565148928,0.000215528014120685,0.0109242149379408
